,formula,A,B,known,vA,vB,rA,rB,lattice,Hf,stability,muB,vol,gap,Ev,dR,dV,EnegA,EnegB,dEneg,gA,gB,pA,pB,Goldschmidt
1166,CuZnO3,Cu,Zn,False,,,0.68,0.74,cubic,-0.068,0.914,,10.874,0.0,-4.296,-0.05999999999999994,,1.9,1.65,0.25,11.0,12.0,4,4,0.6858935777509511
1167,CuZrO3,Cu,Zr,False,,,0.68,0.72,cubic,-1.845,0.657,0.202,14.063,0.0,-1.012,-0.039999999999999925,,1.9,1.33,0.5699999999999998,11.0,4.0,4,5,0.6928217957080314
1168,DyAcO3,Dy,Ac,False,,,1.08,1.12,cubic,-2.161,1.554,0.0,20.224,0.0,0.805,-0.040000000000000036,,1.22,1.1,0.11999999999999988,,3.0,6,7,0.6952226336035803
1169,DyAgO3,Dy,Ag,False,,,1.08,0.95,cubic,-1.432,0.605,0.0,12.953,0.0,-0.565,0.13000000000000012,,1.22,1.93,-0.71,,11.0,6,5,0.7487012977269326
1170,DyAlO3,Dy,Al,True,3.0,3.0,1.08,0.54,orthorhombic,-3.588,-0.03,0.0,10.198,6.026,6.313,0.54,0.0,1.22,1.61,-0.3900000000000001,,13.0,6,3,0.9192388155425116
1171,DyAsO3,Dy,As,False,3.0,3.0,1.08,0.58,cubic,-1.907,0.782,0.0,12.687,0.0,2.144,0.5000000000000001,0.0,1.22,2.18,-0.9600000000000002,,15.0,6,4,0.899255363030718
1172,DyAuO3,Dy,Au,False,,,1.08,0.93,cubic,-1.292,0.774,0.0,13.694,0.0,-0.674,0.15000000000000002,,1.22,2.54,-1.32,,11.0,6,6,0.7555387525006946
1173,DyBO3,Dy,B,False,,,1.08,0.27,cubic,-2.526,0.836,0.0,8.244,3.002,5.458,0.81,,1.22,2.04,-0.8200000000000001,,13.0,6,2,1.0814574300500137
1174,DyBaO3,Dy,Ba,False,,,1.08,1.35,orthorhombic,-2.831,0.269,0.201,18.45,0.638,-7.677,-0.27,,1.22,0.89,0.32999999999999996,,2.0,6,6,0.6339578038224217
1175,DyBeO3,Dy,Be,False,,,1.08,0.45,tetragonal,-2.799,0.312,0.042,9.515,0.0,-0.941,0.6300000000000001,,1.22,1.57,-0.3500000000000001,,2.0,6,2,0.9676198058342228
1176,DyBiO3,Dy,Bi,False,,,1.08,0.9,cubic,-1.518,1.144,0.0,16.579,0.0,0.786,0.18000000000000005,,1.22,2.02,-0.8,,15.0,6,6,0.7660323462854264
1177,DyCaO3,Dy,Ca,False,,,1.08,1.0,cubic,-2.141,1.075,0.2,13.605,0.0,-2.929,0.08000000000000007,,1.22,1.0,0.21999999999999997,,2.0,6,4,0.7321371097241244
1178,DyCdO3,Dy,Cd,False,,,1.08,0.95,cubic,-1.598,0.822,0.0,13.641,0.0,-1.035,0.13000000000000012,,1.22,1.69,-0.47,,12.0,6,5,0.7487012977269326
1179,DyCeO3,Dy,Ce,False,2.0,4.0,1.19,0.87,cubic,-2.306,1.379,0.0,18.617,0.0,-3.241,0.31999999999999995,-2.0,1.22,1.12,0.09999999999999987,,,6,6,0.8133387858718505
1180,DyCoO3,Dy,Co,True,3.0,3.0,1.08,0.61,orthorhombic,-2.532,0.02,0.001,10.746,1.438,,0.4700000000000001,0.0,1.22,1.88,-0.6599999999999999,,9.0,6,4,0.8848288064045566
1181,DyCrO3,Dy,Cr,True,3.0,3.0,1.08,0.62,orthorhombic,-3.204,-0.038,0.6,11.115,2.524,4.239,0.4600000000000001,0.0,1.22,1.66,-0.43999999999999995,,6.0,6,4,0.8801222702002772
1182,DyCsO3,Dy,Cs,False,,,1.08,1.67,,,,,,,,-0.5899999999999999,,1.22,0.79,0.42999999999999994,,1.0,6,6,0.5647200914595636
1183,DyCuO3,Dy,Cu,False,3.0,3.0,1.08,0.54,orthorhombic,-2.282,0.047,0.0,10.964,0.256,0.68,0.54,0.0,1.22,1.9,-0.6799999999999999,,11.0,6,4,0.9192388155425116
1184,Dy2O3,Dy,Dy,False,,,1.08,0.99,cubic,-2.904,0.946,0.0,15.461,1.645,0.855,0.09000000000000008,,1.22,1.22,0.0,,,6,6,0.7353910524340093
1185,DyErO3,Dy,Er,False,,,1.08,0.89,cubic,-3.004,0.869,0.0,14.941,1.781,1.611,0.19000000000000006,,1.22,1.24,-0.020000000000000018,,,6,6,0.76959528743094
1186,DyEuO3,Dy,Eu,False,,,1.08,1.06,cubic,-2.131,1.152,0.105,15.365,0.0,-2.368,0.020000000000000018,,1.22,1.2,0.020000000000000018,,,6,6,0.7132025293002244
1187,DyFeO3,Dy,Fe,True,3.0,3.0,1.08,0.65,orthorhombic,-2.782,-0.033,1.0,11.252,1.179,3.193,0.43000000000000005,0.0,1.22,1.83,-0.6100000000000001,,8.0,6,4,0.8662983601971312
1188,DyGaO3,Dy,Ga,False,3.0,3.0,1.08,0.62,orthorhombic,-2.972,0.017,0.0,11.058,4.078,4.452,0.4600000000000001,0.0,1.22,1.81,-0.5900000000000001,,13.0,6,4,0.8801222702002772
1189,DyGdO3,Dy,Gd,False,,,1.08,0.94,cubic,-2.789,1.032,0.0,16.035,1.31,0.097,0.14000000000000012,,1.22,1.2,0.020000000000000018,,,6,6,0.7521044854438731
1190,DyGeO3,Dy,Ge,False,2.0,4.0,1.19,0.53,cubic,-2.216,0.609,0.0,11.572,0.0,2.802,0.6599999999999999,-2.0,1.22,2.01,-0.7899999999999998,,14.0,6,4,0.9678277172665035
1191,DyHfO3,Dy,Hf,False,2.0,4.0,1.19,0.71,cubic,-3.131,0.522,0.0,13.456,0.0,4.507,0.48,-2.0,1.22,1.3,-0.08000000000000007,,4.0,6,6,0.8793967583284474
1192,DyHgO3,Dy,Hg,False,,,1.08,1.11,cubic,-1.177,0.93,0.0,14.656,0.0,-0.976,-0.030000000000000027,,1.22,2.0,-0.78,,12.0,6,6,0.6981560624373506
1193,DyHoO3,Dy,Ho,False,,,1.08,0.9,cubic,-2.956,0.906,0.0,15.202,1.781,1.312,0.18000000000000005,,1.22,1.23,-0.010000000000000009,,,6,6,0.7660323462854264
1194,DyInO3,Dy,In,False,,,1.08,0.8,cubic,-2.146,0.701,0.0,13.544,1.635,2.656,0.28,,1.22,1.78,-0.56,,13.0,6,5,0.8032183825128743
1195,DyIrO3,Dy,Ir,False,2.0,4.0,1.19,0.63,cubic,-1.646,0.758,0.0,12.315,0.0,-0.915,0.5599999999999999,-2.0,1.22,2.2,-0.9800000000000002,,9.0,6,6,0.9166199015381171
1196,DyKO3,Dy,K,False,,,1.08,1.38,orthorhombic,-2.051,0.452,0.4,17.952,0.0,-3.943,-0.2999999999999998,,1.22,0.82,0.4,,1.0,6,4,0.6267537378698944
1197,DyLaO3,Dy,La,False,,,1.08,1.03,cubic,-2.427,1.354,0.0,18.299,0.0,2.068,0.050000000000000044,,1.22,1.1,0.11999999999999988,,3.0,6,6,0.7225457938762101
1198,DyLiO3,Dy,Li,False,,,1.08,0.76,orthorhombic,-2.281,0.326,0.4,10.375,0.0,-1.307,0.32000000000000006,,1.22,0.98,0.24,,1.0,6,2,0.8191236970180796
1199,DyLuO3,Dy,Lu,False,,,1.08,0.86,cubic,-3.148,0.758,0.0,14.264,2.163,4.616,0.22000000000000008,,1.22,1.27,-0.050000000000000044,,,6,6,0.7804857867813778
1200,DyMgO3,Dy,Mg,False,,,1.08,0.72,orthorhombic,-2.927,0.185,0.201,11.421,0.0,-1.468,0.3600000000000001,,1.22,1.31,-0.09000000000000008,,2.0,6,3,0.8356716504931925
1201,DyMnO3,Dy,Mn,True,2.0,4.0,1.19,0.53,orthorhombic,-2.96,0.024,0.8,11.308,0.262,3.481,0.6599999999999999,-2.0,1.22,1.55,-0.33000000000000007,,7.0,6,4,0.9678277172665035
1202,DyMoO3,Dy,Mo,False,2.0,4.0,1.19,0.65,cubic,-2.278,0.616,0.005,12.338,0.0,1.68,0.5399999999999999,-2.0,1.22,2.16,-0.9400000000000002,,6.0,6,5,0.9070217873858855
1203,DyNaO3,Dy,Na,False,,,1.08,1.02,cubic,-1.441,1.064,0.399,12.005,0.0,-2.833,0.06000000000000005,,1.22,0.93,0.2899999999999999,,1.0,6,3,0.7257148543756671
1204,DyNbO3,Dy,Nb,False,2.0,4.0,1.19,0.68,cubic,-2.601,0.614,0.001,13.018,0.0,3.104,0.5099999999999999,-2.0,1.22,1.6,-0.3800000000000001,,5.0,6,5,0.8929956772716708
1205,DyNdO3,Dy,Nd,False,,,1.08,0.98,cubic,-2.487,1.248,0.0,17.598,0.497,-1.117,0.10000000000000009,,1.22,1.14,0.08000000000000007,,,6,6,0.738674048203804
1206,DyNiO3,Dy,Ni,True,3.0,3.0,1.08,0.6,orthorhombic,-2.408,0.013,0.2,10.539,0.0,1.062,0.4800000000000001,0.0,1.22,1.91,-0.69,,10.0,6,4,0.8895859505250114
1207,DyNpO3,Dy,Np,False,,,1.08,0.86,cubic,-2.574,1.092,0.776,17.072,0.0,2.464,0.22000000000000008,,1.22,1.36,-0.14000000000000012,,,6,7,0.7804857867813778
1208,DyOsO3,Dy,Os,False,,,1.08,0.57,cubic,-1.693,0.755,0.007,12.181,0.0,0.061,0.5100000000000001,,1.22,2.2,-0.9800000000000002,,8.0,6,6,0.9041693267631261
1209,DyPaO3,Dy,Pa,False,,,1.08,0.91,cubic,-2.38,0.939,0.284,17.755,0.0,2.637,0.17000000000000004,,1.22,1.5,-0.28,,,6,7,0.7625022433071527
1210,DyPbO3,Dy,Pb,False,2.0,4.0,1.19,0.78,cubic,-1.5,1.042,0.0,15.731,0.0,0.598,0.4099999999999999,-2.0,1.22,2.33,-1.11,,14.0,6,6,0.8492213793661967
1211,DyPdO3,Dy,Pd,False,2.0,4.0,1.19,0.62,orthorhombic,-2.205,-0.02,0.005,11.872,0.0,-0.109,0.57,-2.0,1.22,2.2,-0.9800000000000002,,10.0,6,5,0.9214955393122561
1212,DyPmO3,Dy,Pm,False,,,1.08,0.97,cubic,-2.578,1.185,0.0,17.123,0.692,-1.45,0.1100000000000001,,1.22,1.13,0.09000000000000008,,,6,6,0.741986487881848
1213,DyPrO3,Dy,Pr,False,2.0,4.0,1.19,0.85,cubic,-2.403,1.31,0.0,18.062,0.321,-2.614,0.33999999999999997,-2.0,1.22,1.13,0.09000000000000008,,,6,6,0.8210481582497827
1214,DyPtO3,Dy,Pt,False,,,1.08,0.67,cubic,-1.556,0.717,0.0,12.892,0.0,-0.555,0.41000000000000003,,1.22,2.28,-1.0599999999999998,,10.0,6,6,0.8573211751173684
1215,DyPuO3,Dy,Pu,False,,,1.08,0.83,cubic,-2.624,1.117,0.914,16.572,0.0,2.792,0.2500000000000001,,1.22,1.28,-0.06000000000000005,,,6,7,0.7916889320461824
1216,DyRbO3,Dy,Rb,False,,,1.08,1.52,orthorhombic,-2.017,0.476,0.4,19.47,0.0,-8.219,-0.43999999999999995,,1.22,0.82,0.4,,1.0,6,5,0.5951905999915543
1217,DyReO3,Dy,Re,False,2.0,4.0,1.19,0.63,cubic,-1.905,0.788,0.162,12.263,0.0,0.216,0.5599999999999999,-2.0,1.22,1.9,-0.6799999999999999,,7.0,6,6,0.9166199015381171
1218,DyRhO3,Dy,Rh,True,2.0,4.0,1.19,0.6,cubic,-1.855,0.537,0.0,11.974,0.0,,0.59,-2.0,1.22,2.28,-1.0599999999999998,,9.0,6,5,0.9314040934984095
1219,DyRuO3,Dy,Ru,False,2.0,4.0,1.19,0.62,cubic,-1.91,0.585,0.128,11.963,0.0,0.667,0.57,-2.0,1.22,2.2,-0.9800000000000002,,8.0,6,5,0.9214955393122561
1220,DySbO3,Dy,Sb,False,3.0,3.0,1.08,0.76,cubic,-1.734,0.98,0.0,14.845,0.0,0.89,0.32000000000000006,0.0,1.22,2.05,-0.8299999999999998,,15.0,6,5,0.8191236970180796
1221,DyScO3,Dy,Sc,True,3.0,3.0,1.08,0.75,orthorhombic,-3.803,0.026,0.0,12.208,4.69,5.05,0.33000000000000007,0.0,1.22,1.36,-0.14000000000000012,,3.0,6,4,0.8231989392918015
1222,DySiO3,Dy,Si,False,3.0,3.0,1.08,0.4,cubic,-2.642,0.667,0.001,9.983,0.0,4.576,0.68,0.0,1.22,1.9,-0.6799999999999999,,14.0,6,3,0.9967649807087475
1223,DySmO3,Dy,Sm,False,,,1.08,0.96,cubic,-2.635,1.141,0.0,16.805,0.893,-1.02,0.1200000000000001,,1.22,1.17,0.050000000000000044,,,6,6,0.7453287693587933
1224,DySnO3,Dy,Sn,False,2.0,4.0,1.19,0.69,cubic,-2.01,0.843,0.0,13.812,0.0,2.274,0.5,-2.0,1.22,1.96,-0.74,,14.0,6,5,0.8884162122600212
1225,DySrO3,Dy,Sr,False,,,1.08,1.18,orthorhombic,-2.905,0.257,0.2,16.66,0.0,-3.729,-0.09999999999999987,,1.22,0.95,0.27,,2.0,6,5,0.6781269950723446
1226,DyTaO3,Dy,Ta,False,2.0,4.0,1.19,0.68,cubic,-2.68,0.648,0.001,12.815,0.0,3.128,0.5099999999999999,-2.0,1.22,1.5,-0.28,,5.0,6,6,0.8929956772716708
1227,DyTbO3,Dy,Tb,False,2.0,4.0,1.19,0.76,cubic,-2.717,0.988,0.0,15.738,1.366,0.427,0.42999999999999994,-2.0,1.22,1.2,0.020000000000000018,,,6,6,0.857629511835169
1228,DyTcO3,Dy,Tc,False,,,1.08,0.6,cubic,-2.083,0.607,0.313,12.141,0.0,1.165,0.4800000000000001,,1.22,1.9,-0.6799999999999999,,7.0,6,5,0.8895859505250114
1229,DyTeO3,Dy,Te,False,2.0,4.0,1.19,0.97,cubic,-1.422,1.134,0.003,15.137,0.0,0.801,0.21999999999999997,-2.0,1.22,2.1,-0.8800000000000001,,16.0,6,5,0.7768661945771487
1230,DyThO3,Dy,Th,False,2.0,4.0,1.19,0.94,cubic,-2.775,1.057,0.024,18.86,0.0,2.41,0.25,-2.0,1.22,1.3,-0.08000000000000007,,,6,7,0.7874598245032006
1231,DyTiO3,Dy,Ti,True,2.0,4.0,1.19,0.61,orthorhombic,-3.464,0.022,0.2,11.46,0.0,4.715,0.58,-2.0,1.22,1.54,-0.32000000000000006,,4.0,6,4,0.9264233229449419
1232,DyTlO3,Dy,Tl,False,,,1.08,1.2,cubic,-1.444,0.95,0.0,15.158,0.0,0.545,-0.11999999999999988,,1.22,2.04,-0.8200000000000001,,13.0,6,6,0.6726137674701305
1233,DyTmO3,Dy,Tm,False,,,1.08,0.96,cubic,-3.066,0.825,0.0,14.691,1.924,2.116,0.1200000000000001,,1.22,1.25,-0.030000000000000027,,,6,6,0.7453287693587933
1234,DyUO3,Dy,U,False,2.0,4.0,1.19,0.89,cubic,-2.574,1.07,0.548,16.889,0.0,2.268,0.29999999999999993,-2.0,1.22,1.38,-0.15999999999999992,,,6,7,0.8057728436776936
1235,DyVO3,Dy,V,True,2.0,4.0,1.19,0.58,orthorhombic,-3.271,-0.03,0.4,11.416,1.112,3.989,0.61,-2.0,1.22,1.63,-0.4099999999999999,,5.0,6,4,0.9415280510364356
1236,DyWO3,Dy,W,False,2.0,4.0,1.19,0.66,cubic,-2.199,0.743,0.001,12.402,0.0,1.216,0.5299999999999999,-2.0,1.22,2.36,-1.14,,6.0,6,6,0.9022977155765841
1237,DyYO3,Dy,Y,False,,,1.08,0.9,cubic,-2.881,0.948,-0.001,15.453,1.803,0.899,0.18000000000000005,,1.22,1.22,0.0,,3.0,6,5,0.7660323462854264
1238,DyYbO3,Dy,Yb,False,,,1.08,0.95,cubic,-2.384,0.944,0.2,13.713,0.0,-1.931,0.13000000000000012,,1.22,1.1,0.11999999999999988,,,6,6,0.7487012977269326
1239,DyZnO3,Dy,Zn,False,,,1.08,0.74,orthorhombic,-2.449,0.136,0.0,11.279,0.0,-0.224,0.3400000000000001,,1.22,1.65,-0.42999999999999994,,12.0,6,4,0.8273149339882605
1240,DyZrO3,Dy,Zr,False,2.0,4.0,1.19,0.72,cubic,-2.962,0.607,0.0,14.002,0.0,4.153,0.47,-2.0,1.22,1.33,-0.1100000000000001,,4.0,6,5,0.8749553605591118
1241,ErAcO3,Er,Ac,False,,,1.06,1.12,orthorhombic,-3.539,0.209,0.0,17.048,3.463,0.52,-0.06000000000000005,,1.24,1.1,0.1399999999999999,,3.0,6,7,0.6892805598120968
1242,ErAgO3,Er,Ag,False,3.0,3.0,1.06,0.75,cubic,-1.379,0.682,0.0,12.853,0.0,-0.743,0.31000000000000005,0.0,1.24,1.93,-0.69,,11.0,6,5,0.8161630509217863
1243,ErAlO3,Er,Al,True,3.0,3.0,1.06,0.54,orthorhombic,-3.602,-0.022,0.0,10.062,6.221,6.255,0.52,0.0,1.24,1.61,-0.3700000000000001,,13.0,6,3,0.9113820735293279
1244,ErAsO3,Er,As,False,3.0,3.0,1.06,0.58,cubic,-1.854,0.817,0.0,12.618,0.0,2.013,0.4800000000000001,0.0,1.24,2.18,-0.9400000000000002,,15.0,6,4,0.8915694197569513
1245,ErAuO3,Er,Au,False,,,1.06,0.93,cubic,-1.236,0.853,0.0,13.633,0.0,-0.826,0.13,,1.24,2.54,-1.3,,11.0,6,6,0.7490811563254751
1246,ErBO3,Er,B,False,3.0,3.0,1.06,0.27,cubic,-2.53,0.812,0.0,8.096,3.096,5.502,0.79,0.0,1.24,2.04,-0.8,,13.0,6,2,1.0722142041521505
1247,ErBaO3,Er,Ba,False,,,1.06,1.35,orthorhombic,-2.848,0.276,0.2,18.174,0.641,-8.217,-0.29000000000000004,,1.24,0.89,0.35,,2.0,6,6,0.6285393610547089
1248,ErBeO3,Er,Be,False,,,1.06,0.45,tetragonal,-2.807,0.328,0.035,9.389,0.0,-1.1,0.6100000000000001,,1.24,1.57,-0.33000000000000007,,2.0,6,2,0.9593495510835031
1249,ErBiO3,Er,Bi,False,3.0,3.0,1.06,1.03,cubic,-1.46,1.225,0.0,16.569,0.0,0.529,0.030000000000000027,0.0,1.24,2.02,-0.78,,15.0,6,6,0.7163701888003451
1250,ErCaO3,Er,Ca,False,,,1.06,1.0,cubic,-2.099,1.14,0.2,13.969,0.0,-3.043,0.06000000000000005,,1.24,1.0,0.24,,2.0,6,4,0.7258795275897303
1251,ErCdO3,Er,Cd,False,,,1.06,0.95,cubic,-1.542,0.9,0.0,13.588,0.0,-1.207,0.1100000000000001,,1.24,1.69,-0.44999999999999996,,12.0,6,5,0.7423021413361043
1252,ErCeO3,Er,Ce,False,3.0,3.0,1.06,1.01,cubic,-2.242,1.466,0.0,18.584,0.0,-3.532,0.050000000000000044,0.0,1.24,1.12,0.11999999999999988,,,6,6,0.7226818204197315
1253,ErCoO3,Er,Co,False,3.0,3.0,1.06,0.61,orthorhombic,-2.551,0.024,0.0,10.601,1.392,2.225,0.45000000000000007,0.0,1.24,1.88,-0.6399999999999999,,9.0,6,4,0.8772661670335777
1254,ErCrO3,Er,Cr,True,3.0,3.0,1.06,0.62,orthorhombic,-3.217,-0.028,0.6,10.953,2.462,4.12,0.44000000000000006,0.0,1.24,1.66,-0.41999999999999993,,6.0,6,4,0.872599857634463
1255,ErCsO3,Er,Cs,False,,,1.06,1.67,orthorhombic,-1.96,0.552,0.0,18.157,0.361,,-0.6099999999999999,,1.24,0.79,0.44999999999999996,,1.0,6,6,0.5598934240111914
1256,ErCuO3,Er,Cu,False,3.0,3.0,1.06,0.54,orthorhombic,-2.296,0.052,0.0,10.81,0.269,0.539,0.52,0.0,1.24,1.9,-0.6599999999999999,,11.0,6,4,0.9113820735293279
1257,ErDyO3,Er,Dy,False,3.0,3.0,1.06,0.91,cubic,-2.844,1.029,0.0,15.36,1.129,0.313,0.15000000000000002,0.0,1.24,1.22,0.020000000000000018,,,6,6,0.7559851301164934
1258,Er2O3,Er,Er,False,3.0,3.0,1.06,0.89,cubic,-2.947,0.949,0.0,14.923,1.559,1.088,0.17000000000000004,0.0,1.24,1.24,0.0,,,6,6,0.7630175499315304
1259,ErEuO3,Er,Eu,False,3.0,3.0,1.06,0.95,cubic,-2.07,1.237,0.097,15.316,0.0,-2.26,0.1100000000000001,0.0,1.24,1.2,0.040000000000000036,,,6,6,0.7423021413361043
1260,ErFeO3,Er,Fe,True,3.0,3.0,1.06,0.65,orthorhombic,-2.795,-0.021,1.0,11.088,1.224,,0.41000000000000003,0.0,1.24,1.83,-0.5900000000000001,,8.0,6,4,0.8588941007082671
1261,ErGaO3,Er,Ga,False,3.0,3.0,1.06,0.62,orthorhombic,-2.985,0.021,0.0,10.892,4.076,4.343,0.44000000000000006,0.0,1.24,1.81,-0.5700000000000001,,13.0,6,4,0.872599857634463
1262,ErGdO3,Er,Gd,False,3.0,3.0,1.06,0.94,cubic,-2.729,1.116,0.0,16.005,0.817,-0.434,0.1200000000000001,0.0,1.24,1.2,0.040000000000000036,,,6,6,0.745676241978541
1263,ErGeO3,Er,Ge,False,3.0,3.0,1.06,0.63,cubic,-2.171,0.628,0.0,11.493,0.0,2.685,0.43000000000000005,0.0,1.24,2.01,-0.7699999999999998,,14.0,6,4,0.8679829271707885
1264,ErHfO3,Er,Hf,False,3.0,3.0,1.06,0.71,cubic,-3.081,0.595,0.0,13.445,0.0,4.399,0.3500000000000001,0.0,1.24,1.3,-0.06000000000000005,,4.0,6,6,0.832734889519183
1265,ErHgO3,Er,Hg,False,,,1.06,1.11,cubic,-1.117,1.013,0.0,14.573,0.0,-1.117,-0.050000000000000044,,1.24,2.0,-0.76,,12.0,6,6,0.6921889166045528
1266,ErHoO3,Er,Ho,False,3.0,3.0,1.06,0.9,cubic,-2.897,0.988,0.0,15.123,1.411,0.759,0.16000000000000003,0.0,1.24,1.23,0.010000000000000009,,,6,6,0.7594850612744399
1267,ErInO3,Er,In,False,3.0,3.0,1.06,0.8,cubic,-2.095,0.775,0.0,13.618,1.406,2.577,0.26,0.0,1.24,1.78,-0.54,,13.0,6,5,0.7963532681324226
1268,ErIrO3,Er,Ir,False,3.0,3.0,1.06,0.68,cubic,-1.595,0.832,0.0,12.25,0.0,-1.136,0.38,0.0,1.24,2.2,-0.9600000000000002,,9.0,6,6,0.8456122331715414
1269,ErKO3,Er,K,False,,,1.06,1.38,cubic,-0.661,1.874,-0.024,14.248,0.0,-4.104,-0.31999999999999984,,1.24,0.82,0.42000000000000004,,1.0,6,4,0.6213968683154509
1270,ErLaO3,Er,La,False,3.0,3.0,1.06,1.03,cubic,-2.364,1.44,0.0,18.281,0.0,1.788,0.030000000000000027,0.0,1.24,1.1,0.1399999999999999,,3.0,6,6,0.7163701888003451
1271,ErLiO3,Er,Li,False,,,1.06,0.76,cubic,-2.076,0.554,0.399,9.417,0.0,-1.487,0.30000000000000004,,1.24,0.98,0.26,,1.0,6,2,0.8121226397786091
1272,ErLuO3,Er,Lu,False,3.0,3.0,1.06,0.86,cubic,-3.092,0.837,0.0,14.189,0.987,2.182,0.20000000000000007,0.0,1.24,1.27,-0.030000000000000027,,,6,6,0.7738149680909387
1273,ErMgO3,Er,Mg,False,,,1.06,0.72,cubic,-2.572,0.564,0.201,10.891,0.0,-1.711,0.3400000000000001,,1.24,1.31,-0.07000000000000006,,2.0,6,3,0.8285291577539345
1274,ErMnO3,Er,Mn,False,3.0,3.0,1.06,0.65,orthorhombic,-2.971,0.036,0.8,11.143,0.273,3.37,0.41000000000000003,0.0,1.24,1.55,-0.31000000000000005,,7.0,6,4,0.8588941007082671
1275,ErMoO3,Er,Mo,False,3.0,3.0,1.06,0.69,cubic,-2.225,0.693,0.005,12.292,0.0,1.409,0.3700000000000001,0.0,1.24,2.16,-0.9200000000000002,,6.0,6,5,0.8412757601809181
1276,ErNaO3,Er,Na,False,,,1.06,1.02,cubic,-1.392,1.151,0.4,11.886,0.0,-3.038,0.040000000000000036,,1.24,0.93,0.30999999999999994,,1.0,6,3,0.7195121633126272
1277,ErNbO3,Er,Nb,False,3.0,3.0,1.06,0.72,cubic,-2.547,0.685,0.0,12.992,0.0,2.89,0.3400000000000001,0.0,1.24,1.6,-0.3600000000000001,,5.0,6,5,0.8285291577539345
1278,ErNdO3,Er,Nd,False,3.0,3.0,1.06,0.98,cubic,-2.424,1.334,0.0,17.56,0.0,-2.591,0.08000000000000007,0.0,1.24,1.14,0.10000000000000009,,,6,6,0.7323605948003528
1279,ErNiO3,Er,Ni,True,3.0,3.0,1.06,0.6,orthorhombic,-2.422,0.023,0.2,10.367,0.0,0.935,0.4600000000000001,0.0,1.24,1.91,-0.6699999999999999,,10.0,6,4,0.8819826518025756
1280,ErNpO3,Er,Np,False,,,1.06,0.86,cubic,-2.521,1.177,0.761,17.041,0.0,2.006,0.20000000000000007,,1.24,1.36,-0.1200000000000001,,,6,7,0.7738149680909387
1281,ErOsO3,Er,Os,False,,,1.06,0.57,cubic,-1.641,0.83,0.008,12.128,0.0,-0.184,0.4900000000000001,,1.24,2.2,-0.9600000000000002,,8.0,6,6,0.8964413837993389
1282,ErPaO3,Er,Pa,False,,,1.06,0.91,cubic,-2.339,1.004,0.275,17.741,0.0,2.508,0.15000000000000002,,1.24,1.5,-0.26,,,6,7,0.7559851301164934
1283,ErPbO3,Er,Pb,False,,,1.06,0.99,cubic,-1.44,1.125,0.0,15.602,0.0,0.493,0.07000000000000006,,1.24,2.33,-1.09,,14.0,6,6,0.7291056588234623
1284,ErPdO3,Er,Pd,False,,,1.06,0.75,cubic,-1.67,0.538,0.0,12.251,0.0,-0.261,0.31000000000000005,,1.24,2.2,-0.9600000000000002,,10.0,6,5,0.8161630509217863
1285,ErPmO3,Er,Pm,False,,,1.06,0.97,cubic,-2.515,1.271,0.0,17.07,0.344,-1.673,0.09000000000000008,,1.24,1.13,0.1100000000000001,,,6,6,0.7356447230281571
1286,ErPrO3,Er,Pr,False,3.0,3.0,1.06,0.99,cubic,-2.34,1.396,0.0,18.047,0.0,-2.93,0.07000000000000006,0.0,1.24,1.13,0.1100000000000001,,,6,6,0.7291056588234623
1287,ErPtO3,Er,Pt,False,,,1.06,0.67,cubic,-1.502,0.794,0.0,12.825,0.0,-0.711,0.39,,1.24,2.28,-1.0399999999999998,,10.0,6,6,0.849993643706109
1288,ErPuO3,Er,Pu,False,,,1.06,0.83,cubic,-2.576,1.189,0.9,16.571,0.0,-0.961,0.2300000000000001,,1.24,1.28,-0.040000000000000036,,,6,7,0.7849223599774118
1289,ErRbO3,Er,Rb,False,,,1.06,1.52,orthorhombic,-2.146,0.371,0.0,17.854,1.316,-3.596,-0.45999999999999996,,1.24,0.82,0.42000000000000004,,1.0,6,5,0.5901035008463275
1290,ErReO3,Er,Re,False,3.0,3.0,1.06,0.63,cubic,-1.852,0.865,0.161,12.22,0.0,-0.079,0.43000000000000005,0.0,1.24,1.9,-0.6599999999999999,,7.0,6,6,0.8679829271707885
1291,ErRhO3,Er,Rh,True,3.0,3.0,1.06,0.67,cubic,-1.806,0.609,0.001,11.886,0.0,-0.384,0.39,0.0,1.24,2.28,-1.0399999999999998,,9.0,6,5,0.849993643706109
1292,ErRuO3,Er,Ru,False,3.0,3.0,1.06,0.68,cubic,-1.86,0.658,0.133,11.897,0.0,0.413,0.38,0.0,1.24,2.2,-0.9600000000000002,,8.0,6,5,0.8456122331715414
1293,ErSbO3,Er,Sb,False,3.0,3.0,1.06,0.76,cubic,-1.678,1.06,0.0,14.796,0.0,0.53,0.30000000000000004,0.0,1.24,2.05,-0.8099999999999998,,15.0,6,5,0.8121226397786091
1294,ErScO3,Er,Sc,False,3.0,3.0,1.06,0.75,cubic,-3.269,0.583,0.0,12.575,2.751,4.961,0.31000000000000005,0.0,1.24,1.36,-0.1200000000000001,,3.0,6,4,0.8161630509217863
1295,ErSiO3,Er,Si,False,3.0,3.0,1.06,0.4,cubic,-2.61,0.795,0.001,9.83,0.0,4.497,0.66,0.0,1.24,1.9,-0.6599999999999999,,14.0,6,3,0.9882456218992712
